step,train_loss,test_loss,reg,subnode_act_mean,edge_act_mean,act_scale_mean,act_scale_spline_mean,coef_mean
0,0.14282895553881458,0.1316425363994767,5.881800290340223,0.5716891907937718,0.30213364507307994,0.42156838430988974,0.24630189936975774,0.0808850344532409
1,0.07772695353073966,0.06947393678871978,9.59550417247124,1.079217020208331,0.5211808770863703,0.6544010594940339,0.5397049801731432,0.17048713835206922
2,0.046272410679023664,0.046370552954542885,14.32256227977232,1.912944868879939,0.7950965744000343,1.0700132523610286,1.003055117049762,0.29239715342456385
3,0.04327288436620332,0.04676310169170893,15.112953850082066,2.0252249538495963,0.8368640375359736,1.1332512043984186,1.0693132202869904,0.31018951298731284
4,0.038005333010084255,0.040492216777103386,15.457534759972662,2.0429414864290343,0.8478384564685073,1.1498935697316526,1.0868159902248908,0.34171396933702325
5,0.02812390883319942,0.02973401795911081,15.841881357623418,1.996638486619217,0.8562865819036386,1.1485385916798867,1.082966916487929,0.41017261925462833
6,0.023074179500800044,0.02745375228865909,16.700556697609997,2.028531210264953,0.8960408308984422,1.1962683444743663,1.1310941942274353,0.46580138464167514
7,0.021501630223170202,0.024579194829967285,17.007628840936786,2.066771067507319,0.9135292502890884,1.2205136768037332,1.1561122711388256,0.4641456147449065
8,0.02042603144373315,0.023435041226846243,17.193139109807717,2.0865709926288987,0.9189285380897078,1.2331422078184926,1.1701499633761774,0.46529461050262516
9,0.01927918349734061,0.022396178860639857,17.878678230720542,2.1850047609477214,0.9535373755044089,1.2892145953410137,1.2288500861257392,0.4698172869725669
10,0.0189711331970323,0.022162485294060497,17.995538651363834,2.198925534260499,0.9584043627220522,1.2984146723782135,1.2387988619674297,0.4711022593012677
11,0.018783136712818914,0.022267981205334717,18.075807498885023,2.209123542869612,0.9615118610636781,1.3046503355679075,1.2455289837271193,0.4731956907040804
12,0.01851894654402315,0.022697279418246005,18.22327297418513,2.2301843293603074,0.9695462679651448,1.3172662581715169,1.258664245282289,0.4779158746734692
13,0.01830994854088004,0.022174611977622532,18.323278161648766,2.244550381505422,0.975436361465242,1.325376052671441,1.2668546087953036,0.4830563847367382
14,0.018159681323099974,0.021571835618932063,18.313590316365783,2.238151507174245,0.9734594929827503,1.3234360123789584,1.2651083556784448,0.48370032032906074
15,0.017892524232859204,0.020428032605738607,18.184898370165573,2.2254449611059344,0.9680504050190775,1.3144046744686761,1.2555860827652632,0.48577960634018896
16,0.017494044446085145,0.019106351236919387,18.106468513414892,2.2111501871544235,0.9659759439217412,1.3075777749286164,1.2479143025791195,0.49637815146402875
17,0.01702848480536902,0.019084845058636318,18.06230426945409,2.2036869688177885,0.9622612232044523,1.303478242530291,1.2439496514516641,0.5067971465373364
18,0.01645089884630577,0.0169334538198143,18.05249210810303,2.209180661435349,0.9621518546531698,1.3046033216119046,1.2452808997814147,0.5273641383815202
19,0.016310171760215802,0.01647456657003746,18.13621920738452,2.21448207796712,0.9665552273283677,1.309971001220738,1.2506587355551864,0.5306705627535203
