step,train_loss,test_loss,reg,subnode_act_mean,edge_act_mean,act_scale_mean,act_scale_spline_mean,coef_mean
0,0.16153608875404502,0.16616755621670506,5.567779828282755,0.3848145807337861,0.25963695545979415,0.3389207562392171,0.1495814174241241,0.12468352853975478
1,0.07608456462574048,0.07985569188591755,5.941559701547222,0.6096411139511838,0.3538756234305452,0.36116528889228433,0.25312385718880015,0.1751881687393502
2,0.04737097113237884,0.04635746430633929,6.950735170364288,0.7440591046921274,0.4145883037470386,0.3878146388077466,0.33148930999632276,0.22380811391736827
3,0.04488386952250753,0.03909272634162144,6.894168720701492,0.7524832445222198,0.4173723444807847,0.3871190245108505,0.3345274471738858,0.22377683430719
4,0.03554415810059154,0.036147633258038,7.522321587524678,0.7515917976558906,0.43301878921562853,0.3965878159839255,0.34535594309907464,0.24033336156738122
5,0.028609439179208225,0.02854149304942541,7.797590012331583,0.7715190259905778,0.44754560216019224,0.40833193678146146,0.3595547794450033,0.2313297838290565
6,0.0222562682211393,0.025633438440201748,8.151032712045609,0.8329608684555732,0.46933207139411626,0.43449824155730943,0.39612278813423957,0.268841395799458
7,0.01735122153027483,0.0216983591412843,8.249815278367983,0.8666335570837227,0.48140347165972436,0.4471520375828648,0.412244017827138,0.2921704490123028
8,0.017042784480132564,0.021799151134815162,8.310842637415355,0.8706912761166448,0.48332372135756735,0.44998167487456,0.41574463339780565,0.29664412209908975
9,0.01685611278297201,0.02151913230918903,8.316770830112123,0.8678042674508936,0.482808284528807,0.4487089308059099,0.41435693264043344,0.2977940126760345
10,0.016729340859545576,0.021091565390163085,8.288621015500862,0.8665426904820418,0.481943494673806,0.4472052742000112,0.413007569336347,0.39816600532812607
11,0.016337923654282518,0.02042075215630428,8.23181524281577,0.8618622391817299,0.4794803204982526,0.4434479787173866,0.40997778649231637,0.4059168706190476
12,0.016131629760810742,0.02032629958704834,8.210334213390414,0.8589881572488762,0.47862894002922685,0.44147477029673876,0.4080953570708654,0.40826090249129077
13,0.016009352808444368,0.01990680638637601,8.156450915277441,0.8528290564374891,0.476084803101731,0.437313882504884,0.4038725867803477,0.4107265646788423
14,0.01583928308447362,0.019527751667893896,8.110704138179287,0.8453633214761369,0.47302849275838754,0.43305185196095336,0.3993732653722876,0.4116620181306593
15,0.015527256377731252,0.01909479635279679,7.956122493631843,0.8298682274697836,0.46732662570252603,0.4222218431484788,0.3880092227501631,0.4306635171367813
16,0.015390742426867277,0.018717510325008086,7.896119467886325,0.8231682328027836,0.4645812905861072,0.4179307661512399,0.3835587467885218,0.4327666786451191
17,0.015267561840596982,0.018762187266343534,7.8828481117623275,0.8216253692601502,0.4639946376699364,0.41675112772678174,0.382476293871948,0.43268391537668505
18,0.015156160795225068,0.019006590708348283,7.828593582507023,0.8169098411452312,0.46173352418405833,0.41293169582504974,0.3792052853695375,0.4358144264604359
19,0.01498974256904363,0.018801546822481707,7.783237424909668,0.811584529283568,0.45998984933048737,0.4084676154064397,0.37542183320969746,0.4398396424025365
20,0.01488619654146564,0.019027322557206894,7.7778308954675275,0.8091207725519645,0.45902524412608847,0.4071710100493374,0.37434108947728184,0.4647024324397794
21,0.014693767541308314,0.018092163237471315,7.708098972271616,0.802718838775553,0.4565396229547133,0.40236465539526484,0.3694312469435821,0.4670759418471505
22,0.014545087547734816,0.017755252209906612,7.61527940292965,0.7924047302759184,0.4525116539385874,0.39482845365392666,0.36226994132037427,0.4727542734521717
23,0.014319199981946962,0.017231590165382803,7.442511051178709,0.7733008775820225,0.44542235802546815,0.38074723708259184,0.348985061316482,0.4847874764301181
24,0.01364600898867981,0.016289198849538337,7.1358650450632375,0.7446646071866141,0.43387797248047266,0.35863306854227656,0.3279700426587409,0.5109073255464707
25,0.012630543313937863,0.015321232097816917,6.930490989412112,0.7217485654843834,0.42618246987931274,0.34149476869098977,0.31132839117993844,0.6278914191396274
26,0.01201274154533767,0.014803735361615847,6.817891714632955,0.7096324475415173,0.42145808925166783,0.3327299905529062,0.30314382210102214,0.6492767004999583
27,0.011652565583323454,0.014688108244957008,6.74672883417793,0.703965049104749,0.4190127136304828,0.3281385227614527,0.29900625177738216,0.662484931138037
28,0.011510909160108275,0.014135992584838263,6.679289690670292,0.6987534679795482,0.4170660554249658,0.323510347441091,0.29468188144055985,0.6754836451053001
29,0.010741218066349216,0.014596504030399277,6.483744505558632,0.6889720277938258,0.41226045898632935,0.31280054463967577,0.2851438360629544,0.7084983001932853
30,0.010048739355456502,0.014044080069052382,6.440534205377402,0.6842701066737541,0.41091061248285154,0.30893522468654633,0.28187124619250586,0.9146287525693106
31,0.009237763263031728,0.01464276285407697,6.349216526856678,0.6745356162547562,0.40670394674520427,0.3009642570655301,0.27532264492229047,0.949950066476686
32,0.00873747045155026,0.015260560802178873,6.239600122113886,0.6648352696447312,0.4018820559159255,0.29303789407137154,0.268868693526864,0.9873469054501891
33,0.008668876548113956,0.015113223222488358,6.221113046626763,0.664299424416182,0.4015960296005153,0.29217648703760635,0.268160407004207,0.991438419737499
34,0.008548932647017525,0.014933741132424431,6.222674358191906,0.6650422214177752,0.40183757734414005,0.2922235433339264,0.268561033602769,0.9953841034238371
35,0.008327255306914416,0.014564065679787066,6.2491478880891975,0.6664806649973374,0.4027023520274633,0.29252814962246876,0.2695802739012295,1.3511918999748949
36,0.008281996781485257,0.014466269525973985,6.240336854018379,0.6662264885491518,0.4023545207677721,0.29214186583710483,0.26943675611172585,1.354689619720458
37,0.008223074854959463,0.01431722824355673,6.234214261320522,0.6673276788483048,0.4025590488662873,0.29259417126587806,0.269876309209314,1.351721226361464
38,0.008088295426143368,0.01469183966882637,6.278977826096099,0.6705649675058627,0.4036897923258238,0.2954404771172936,0.2726160115887548,1.3402435636589023
39,0.007997581152412642,0.014832359600438121,6.305125325895316,0.6732631087326154,0.40483599010240195,0.2970978320703494,0.27442091055046997,1.3364310693745818
40,0.007894941652799308,0.014784600428500359,6.314814128283775,0.676073637614217,0.4060772177991307,0.29814273320338985,0.2757514759256296,1.4387997077867265
41,0.0077624268632006214,0.014798184889017019,6.355459655872615,0.6803320791720266,0.40763727026300434,0.30071943963858044,0.27876539930342953,1.435148949961711
