step,train_loss,test_loss,reg,subnode_act_mean,edge_act_mean,act_scale_mean,act_scale_spline_mean,coef_mean
0,0.11597039362772739,0.1137801755279451,6.73384555403463,0.6963393518447051,0.34512045671806924,0.4642898312922633,0.31191344307458446,0.12107020099665812
1,0.054246719612558544,0.061011700990758456,11.47315284291323,1.4362564925147945,0.621610048494951,0.8133984559540717,0.7223447835929063,0.27219486028070417
2,0.04819196832206167,0.05502410437028028,12.834746106311439,1.64997423225442,0.6886175192820957,0.9231219630973689,0.8448054310178624,0.30382020367435825
3,0.038204522764522963,0.050979345822545964,13.119664346775256,1.568306542748727,0.6812414338797428,0.9044765977905502,0.8238377960196056,0.33669983957936445
4,0.02870589850543582,0.0382974527715137,13.866365086953751,1.6515017657408135,0.7260695166733107,0.9558441784421196,0.8750434135309119,0.36249724469189715
5,0.026627787741605763,0.035349296007291045,14.05894080611737,1.6762035064680203,0.7380692260762192,0.9693068798490119,0.888143232452296,0.3848511403415315
6,0.021800401624984707,0.027924592076086732,14.737470400262898,1.746665840222435,0.7669965791664759,1.0145854347071002,0.9374245046112174,0.47280171496774914
7,0.019569227617038883,0.027562201171899097,14.82708432534027,1.754914163643656,0.7689377366341834,1.0203555861531333,0.9442890326733129,0.5186726355516683
8,0.018855178559681055,0.026912667123598303,14.837610833797168,1.7534171198859458,0.7701570334107334,1.0202169153065104,0.9437012759126984,0.5395966682508289
9,0.017841599539217694,0.027433704546610073,14.639653713868064,1.7234765764091242,0.7589380510937219,1.0040522909446254,0.9267445674611734,0.5615351442955867
10,0.016758379646824983,0.025698146786394285,14.129206887888333,1.6603523075060143,0.738344980893817,0.9664499236529539,0.8844366850382389,0.5968704210332074
11,0.016467460770696243,0.02558451492271027,14.068601179514296,1.648729004275863,0.7354179325582152,0.9609413090206673,0.8783072261577143,0.605468378692178
12,0.015454223778904246,0.02436595134848236,14.02189669897861,1.6397902209188877,0.7325787882202583,0.9569851365795066,0.8743272950405037,0.612595127615733
13,0.014861757752367508,0.02484677560225879,14.065176956214579,1.6352206117826094,0.7383057527741298,0.9579616227854827,0.8734832081855718,0.6255688775738841
14,0.01411670857476505,0.023784349773030445,14.035047461410677,1.6140548554728356,0.7353778884001326,0.9515453098900737,0.8661872135613872,0.6489191359578165
15,0.011342346573378652,0.020632776853539467,14.119989438303445,1.5936092701853228,0.7332347511634743,0.9489232212971077,0.8645775595231274,0.6524153872788768
16,0.010568430651548255,0.019663769425543084,14.174216918532707,1.6018105157867064,0.7409600114850599,0.9538270602710494,0.867695556611444,0.6548047303703262
17,0.009855102584615043,0.019039932619689722,14.078443539121862,1.5878867553969123,0.7370094157569185,0.946222916690701,0.8589757169935992,0.663592036997233
18,0.009272265236937293,0.018661262034817147,13.895614856800027,1.572831441366041,0.7305028980130661,0.9351788244212593,0.8461993292941514,0.668225291238604
19,0.00881838977010604,0.018831203368855545,13.835462822610761,1.5657934675406762,0.7269167964656804,0.9307124915162782,0.8415247852131232,0.6745988360055818
20,0.008237612728986713,0.019523054477389466,13.650542868962754,1.5490559877197765,0.717287905879421,0.9189188879475172,0.8291780747496146,0.6801963662908309
21,0.007022960025573596,0.020282156643032897,13.330980298884135,1.5158879805389385,0.7051290771898721,0.8978158215384381,0.8045202996637095,0.6997281738823159
22,0.006570467111570154,0.019441938445207148,13.42136231502479,1.5220218946788227,0.7089625069009825,0.9030411573000988,0.8102916013088919,0.6992357158472606
23,0.00629704043585354,0.019062940617915962,13.46731618435712,1.5289194646427777,0.7110184239228085,0.9067239127926678,0.8146190561213539,0.6979252928224287
24,0.0058204484856821,0.019636498610859705,13.594676290964033,1.5484927717366885,0.7181271472562375,0.9168343196633908,0.8255234233702217,0.7039522972895161
25,0.24377641740483094,0.26444091445718654,15.570332762344819,1.5905740039928702,0.6581057223563314,0.9931283283724212,0.9565720996061812,2.4667893379499817
26,0.2347475080838276,0.2485633056105526,15.930445096511612,1.6041045867784725,0.6371349477070782,1.0088870381304342,0.9863339877784982,2.44981704783627
27,0.23368059798856444,0.24932917459069984,15.923831350011408,1.6010768656230814,0.635048025635434,1.0072699236630847,0.9849915985274159,2.450219360251884
28,0.23289271409052736,0.24854460536033815,15.986665093082184,1.6051596854349357,0.6411371965345762,1.0108822302382336,0.9874127586663713,2.4492036502312455
29,0.23163715240095148,0.24724683538198972,15.88320924454465,1.597097264978067,0.6319352085444333,1.0037642731404213,0.9815013765984149,2.4507497853167313
30,0.23083876465234862,0.247144637448648,15.796898809326354,1.5834528978081648,0.6247177255870584,0.9966739879546159,0.9753366924881742,1.8624749651163888
31,0.2302745896608422,0.24850237263308986,15.39162518967876,1.5358619012031964,0.6115774767202791,0.9653896205156004,0.9412999224649642,1.8632319550927257
32,0.2168798490589596,0.23126490581447995,14.41760574222358,1.4204784175122376,0.5755598567795472,0.8934385677939292,0.8643615445169289,1.8794537550107906
33,0.1541449646200896,0.15745950909876844,12.571772044588359,1.3880599761014731,0.5624716948766936,0.8238741009992385,0.7714830449905534,1.8807511012532698
34,0.085598838900742,0.0929751384801743,12.945151313837751,1.5756899800067554,0.6451916950113858,0.9021505677000591,0.8355991563865789,1.8878575750852709
35,0.05568761240645201,0.06572531345429278,12.266071373732926,1.5721775887542158,0.6536653302139264,0.8813162524300788,0.8027596169693064,1.8428257994304098
36,0.031069667832934696,0.03911969691704312,11.659658876124048,1.5385841146067065,0.6569131563150905,0.8545774302091648,0.7629146560666974,1.8660884647450957
37,0.028315810285780292,0.037135872601638024,11.716567191709082,1.5388808298530836,0.6487698972215845,0.8558700460175794,0.769230865619864,1.871833267814957
38,0.027266403918175607,0.03644086473427085,11.767936769043002,1.5542743481658374,0.6499580117452533,0.8627764915665999,0.7786292346844818,1.8756605771474684
39,0.026741127933930253,0.03453193023310546,11.849199854664754,1.5821086265206041,0.6614904571612564,0.8751737274205583,0.7903643249891211,1.8745120574668706
40,0.02642266168417511,0.03420476948535209,12.041137867515577,1.6045027664602927,0.6675445428433217,0.8877125830783837,0.8050398309541899,1.8891642683712013
41,0.02609847790007742,0.03367332115280327,12.218261591139314,1.6307662060004957,0.6762859486988407,0.9016092681846649,0.8202508563404066,1.8881905792847058
42,0.025279504427056555,0.032857433075393135,12.881710323137007,1.7236637461733688,0.7067351408000765,0.9513016033343409,0.8742879166882904,1.8892999397439794
43,0.024518893472812275,0.03184864841499187,13.109288609620602,1.763438018608492,0.7221537457205679,0.9714000401516422,0.8945866912805241,1.891795222659339
44,0.023859192888932144,0.03158131226115711,13.532824732169244,1.8180428821988441,0.735150211327409,1.0025947699906588,0.9305363533893702,1.8948183007326986
45,0.021701673235047,0.03171878831879853,14.317211642195495,1.9204213384199984,0.772059636441986,1.060075918865492,0.9909883213896231,2.520881239292888
46,0.02023913156997913,0.027256558625613964,14.811539471149658,1.9900158443197489,0.7951986290524143,1.0986945024002197,1.0317826001568344,2.5280492191344592
47,0.017451461355322533,0.020632553510010067,15.129314097185306,2.0585221082393796,0.8156237508036881,1.133459924189479,1.0684777550526736,2.5367220717092485
48,0.01677781149409159,0.0200205806183761,15.413823456513466,2.089255607262026,0.8232195403872478,1.1526269572333403,1.0899730346731937,2.5421805560022372
49,0.016535954536356173,0.019268301549421253,15.509861586467586,2.107835837532931,0.8303721282736399,1.1621330641482328,1.0993925807988834,2.5442962011693506
