step,train_loss,test_loss,reg,subnode_act_mean,edge_act_mean,act_scale_mean,act_scale_spline_mean,coef_mean
0,0.1428395649956306,0.14816758902172159,8.393120435624402,0.9508232155946186,0.46033899550000157,0.4424673640800234,0.3548796615857078,0.17537447909217324
1,0.043615453005660866,0.05412343583152706,14.897095149565784,2.3063429014793533,1.0480582947766564,0.990454879826937,0.9395373128802661,0.35957044756073914
2,0.030809504410993175,0.04004897388787168,18.411243627470434,2.957624823200369,1.3175375147713022,1.2712773511633255,1.2294181461447877,0.4146099732349495
3,0.026261137831393454,0.03837441152877711,22.30808775615791,3.5509127724416496,1.572959264366962,1.5575549011427308,1.5223327611652293,0.48646352374587626
4,0.02049511165246699,0.0323951151586394,31.66268555871831,5.103590080740955,2.2231976845478467,2.311311719129007,2.2875003081675467,0.6639201309413624
5,0.017754349041970516,0.029947619471863487,37.449030879389255,6.0866698090595746,2.638770918903325,2.7869953245173824,2.766729150563823,0.7497727852891757
6,0.015539570120157909,0.028092850366927328,44.144639190572406,7.252998653258084,3.122237077848993,3.34439705606589,3.327280457557849,0.8517738517876332
7,0.014401426060780551,0.026280398305796517,45.459343484435166,7.491264556015902,3.2171708218078603,3.452891460948557,3.4364115502133448,0.8709608865372711
8,0.013800878140207643,0.02521098579366739,47.88886004430693,7.936762371884845,3.3939363620174112,3.6509222476929293,3.635399053094737,0.90353937913915
9,0.013459839745861589,0.024841876444669175,47.91273175460774,7.979936426119092,3.404161745422755,3.654928027165339,3.639350599737417,0.9004352155195771
10,0.012823651156828892,0.022168576007567962,48.702454983290345,8.208757574459595,3.476432019592437,3.725864405594126,3.7107936032054223,0.9114513921875514
11,0.0126434756880586,0.021308208483515754,49.093600068757226,8.322083392130281,3.514566487151752,3.7610131199974575,3.7460477486636097,0.9188290000339031
12,0.012384926310891506,0.02099769690256622,49.609057432639986,8.394031749652488,3.5465817987497794,3.801939535221986,3.7871816673344103,0.9333742153320134
13,0.01204670014985892,0.021653341558917835,49.877843421614074,8.392909732949553,3.558092077480935,3.820934321060608,3.806113981779546,0.9459019963730987
14,0.011895497818765704,0.021370243668243017,49.835104924341294,8.37433538303398,3.552743623610634,3.8167987015799496,3.8019523581055044,0.9485955306608068
15,0.011723629698100708,0.020403729563074704,49.962001864969444,8.39118497253386,3.5603221965333947,3.828191314442784,3.813404288808071,0.958961817331476
16,0.011622271318901718,0.020909525441813872,49.95328346365245,8.379092609243514,3.5579225440844935,3.8267467537837114,3.811946188269865,0.9644433799215114
17,0.011439528927522574,0.02108567672518497,50.028922781052465,8.38770345508617,3.563596937555334,3.8325158201601983,3.8176496625882503,0.975621023836079
18,0.011363802998915368,0.02082813072098993,50.127376741251865,8.40993237742699,3.5719729574895203,3.841982723019323,3.827169248111018,0.9843301512870131
19,0.011331036380687668,0.020944880340651693,50.16513007853635,8.416949757061081,3.5747680537733677,3.845605330845733,3.830819941027927,0.991109087669908
20,0.01127627897960436,0.02037721013516767,50.166512546779586,8.433200780308303,3.57738724426224,3.8458876359905743,3.8311414209867167,0.9982782326503078
21,0.011169975167550649,0.019688234081596805,50.330364444192206,8.498801385768806,3.5963762587418926,3.860910388542461,3.846229604941581,1.0261226732249638
22,0.011081445100055293,0.018871822161505767,50.48840221977483,8.561268230990905,3.6139091709251745,3.8770253543145943,3.862497157154621,1.0629089827999583
23,0.010977644418532908,0.018316879378595146,50.67427383741089,8.642986725545882,3.637676058715957,3.8961033958726308,3.8816068459307806,1.1457277031516275
24,0.010765579623910821,0.01802340042903723,50.53528023308783,8.617772850290786,3.6274447665868976,3.885625982019239,3.871125982567771,1.1937697510098697
25,0.010319444757218146,0.016887525291308096,50.38335444666631,8.590496846789339,3.618236537633401,3.8739214108542774,3.859278569720891,1.3468150298612667
26,0.009486124972311242,0.016463009635111235,50.227659365599735,8.516188049804244,3.5964457217713903,3.8534058793947694,3.838638838239343,1.5548340598771593
27,0.008449520509471214,0.014615526516001448,50.15845157962446,8.510136479347523,3.5940786768184454,3.8514079621952053,3.8366103912882763,1.8515022156152208
28,0.007740887538525092,0.013604897212207801,50.6322582534576,8.5859006658152,3.627106686269625,3.8916089008576815,3.8769585017675348,2.203772033090202
29,0.006704985323854523,0.013449050401166658,52.02960119259648,8.869826502936428,3.7332121475175284,4.008586590879991,3.9944842235798443,2.59546122012933
30,0.005263218296034415,0.012194393225996643,54.38469353416816,9.365295849163337,3.917540394538533,4.205881610188482,4.1924658031223325,3.1600915217860317
31,0.004449348356761223,0.010828548587221891,55.56496427411731,9.643165488215619,4.018156212086281,4.310073596576365,4.2969250041339,3.3959167827077135
32,0.004078717308432925,0.010903722752318197,56.457986455099665,9.835331459754242,4.089872690682988,4.385830443033959,4.37288330893024,3.592968241605227
33,0.0036760277729755496,0.010488582549141217,57.515901571066834,10.059454384314138,4.17327946840107,4.4754831136833175,4.462814103462228,3.813380910553739
34,0.0032852946001237183,0.009760479960135092,59.02498980179474,10.392005893820809,4.293037319221155,4.607309777530362,4.5951727095799715,4.192698001559481
35,0.0029698175084350085,0.009352198684215666,59.74779105659028,10.531256115329468,4.34797569099923,4.665798541724006,4.653717660185464,4.351702389551147
36,0.002772769167912183,0.008854014383620191,60.85141451752697,10.748265976943069,4.4305027522431795,4.757587392154832,4.745791363642566,4.589041379680496
37,0.002618014453888921,0.008729145731621805,61.29911628094243,10.832051023474751,4.463081194394744,4.795338394392172,4.783676796135382,4.68931586756389
38,0.0024201799177524367,0.008709446337369219,61.924779962201676,10.95088520841586,4.511353396003441,4.847677047101549,4.836045210088355,4.824301426858109
