step,train_loss,test_loss,reg,subnode_act_mean,edge_act_mean,act_scale_mean,act_scale_spline_mean,coef_mean
0,0.13684226596459906,0.1342829910309353,6.605299374259838,0.5835979589008566,0.3088089274293721,0.43929037510072916,0.27977235466894596,0.18925083558829447
1,0.05694010092428637,0.06763812102294704,9.20794514716023,1.0994191898414674,0.5203257422826212,0.6643675171376029,0.5457539368714792,0.28317478424228276
2,0.03482699995684563,0.05216524186177562,14.629268843263699,1.8862719926281786,0.7902016726053014,1.0828474503557366,1.0146740164700283,0.4044877675391361
3,0.03219842906636154,0.04854260110076597,16.009656220805077,2.082264130645235,0.8581029570754561,1.1944566129280405,1.132378179718585,0.4303598629672116
4,0.024940641312141347,0.04069582099577058,17.49949920639236,2.322902132746363,0.9286794773569211,1.330774286663666,1.2773619096618989,0.48367388226992886
5,0.021520231638941043,0.037313487491164504,18.089396434437347,2.4270804683716674,0.966002923399134,1.3877326035038573,1.3352187140698943,0.5323051590446428
6,0.021275956169957994,0.038272899248827943,17.970951312283358,2.4045677331478403,0.9613527242149761,1.374911543159013,1.3212049626314897,0.5297604990068964
7,0.021054048611398465,0.03796252377229427,17.815556468625154,2.380292424091362,0.953546602547597,1.3611134194900971,1.3068415786325376,0.5243196629226663
8,0.02026347927155343,0.03773583186799251,18.03675398855289,2.4029349934210114,0.9614707850100181,1.375500575711992,1.321913211384973,0.5398448587999899
9,0.019993096206743714,0.03739536896612159,18.176520268521834,2.4215331111251985,0.968018719728341,1.3864520133328158,1.3332926091692376,0.5491671298817357
10,0.24724201247236227,0.25245235303238467,25.870619109513015,2.8322425304424232,1.0748113396437515,1.8718840452667576,1.867378472303918,2.2495336481304844
11,0.246030831109394,0.2511162039426072,27.74100613919358,3.0730837626052794,1.1703098835576944,2.0300166289968944,2.0249295798543163,2.2557939328849352
12,0.24550830338228463,0.25357469614288036,28.169844343166876,3.1239721646659304,1.192706963630301,2.065511293022045,2.060348997150978,2.253483664805021
13,0.2453390839932203,0.2537704283528322,28.121274839721323,3.1296452779344146,1.1952702947209322,2.062758990411786,2.0567950373139787,2.252696327489388
14,0.24526836468681146,0.25482553601898483,28.242681105924504,3.1518259042817363,1.206338046668602,2.0741776077452543,2.0674511622259346,2.25311868200155
15,0.24523468825124098,0.25615338846685315,28.453322370249854,3.1798423174533337,1.219667693396208,2.09268630317475,2.085588365405648,2.896399758222955
16,0.24520946984315117,0.2575902182377243,28.69550627805434,3.213824267923611,1.2352397747868762,2.1140802082288617,2.1064994332397564,2.895399085713244
17,0.2451854250854046,0.2573354382591871,29.00226107888916,3.259943566237097,1.2505415087682306,2.141477267492818,2.133898640641037,2.8946742564883787
18,0.24517765526691676,0.2572177745939142,29.23231525646016,3.290224574030328,1.2612985309652707,2.1612515046895684,2.153806105178521,2.8948250400112006
19,0.24517054596159027,0.25737613839303325,29.422292598850436,3.3145632086412022,1.2706127082344607,2.1771762994497283,2.1697658591498037,2.894377366864743
