step,train_loss,test_loss,reg,subnode_act_mean,edge_act_mean,act_scale_mean,act_scale_spline_mean,coef_mean
0,6.131678959742848e-05,0.005195111172458304,84.81127931305447,19.696515820594396,14.70339527085289,20.168170446942668,20.168170446942668,4.658942239259841
1,8.38770700913433e-11,0.014050560277957687,290.4367009651595,70.34781674513255,52.18147362030662,71.33284860979009,71.33284860979009,8.38267364392693
2,3.685940441755505e-17,0.024714863158231466,512.5285700000812,125.0775132907149,92.72371457422602,126.58579272280875,126.58579272280875,11.00267502199289
3,0.0,0.028796082432948688,598.1621971971925,146.27026567096664,108.35221460940481,147.89088829951856,147.89088829951856,11.850357020264138
4,0.0,0.028796082432948688,598.1621971971929,146.27026567096664,108.35221460940481,147.89088829951856,147.89088829951856,11.850357020264138
5,0.0,0.028796082432948386,598.162197197193,146.27026567096664,108.35221460940483,147.89088829951856,147.89088829951856,11.850357020264092
6,0.0,0.028796082432948383,598.1621971971931,146.27026567096664,108.35221460940483,147.89088829951856,147.89088829951856,11.850357020264092
7,0.0,0.028796082432948383,598.1621971971925,146.27026567096664,108.35221460940483,147.89088829951856,147.89088829951856,11.850357020264092
8,0.0,0.028796082432948383,598.1621971971927,146.27026567096664,108.35221460940483,147.89088829951856,147.89088829951856,11.850357020264092
9,0.0,0.028796082432948386,598.1621971971927,146.27026567096664,108.35221460940483,147.89088829951856,147.89088829951856,11.850357020264092
10,0.0,0.028796082432948268,598.162197197193,146.27026567096664,108.35221460940484,147.8908882995186,147.8908882995186,11.850357020264372
11,0.0,0.028796082432948265,598.162197197193,146.27026567096664,108.35221460940484,147.8908882995186,147.8908882995186,11.850357020264372
12,0.0,0.02879608243294827,598.162197197193,146.27026567096664,108.35221460940484,147.8908882995186,147.8908882995186,11.850357020264372
13,0.0,0.028796082432948268,598.1621971971928,146.27026567096664,108.35221460940484,147.8908882995186,147.8908882995186,11.850357020264372
14,0.0,0.02879608243294827,598.1621971971928,146.27026567096664,108.35221460940484,147.8908882995186,147.8908882995186,11.850357020264372
15,0.0,0.02879608243294788,598.1621971971925,146.2702656709666,108.35221460940487,147.89088829951862,147.89088829951862,11.850357020264344
16,0.0,0.028796082432947876,598.1621971971928,146.2702656709666,108.35221460940487,147.89088829951862,147.89088829951862,11.850357020264344
17,0.0,0.02879608243294788,598.1621971971929,146.2702656709666,108.35221460940487,147.89088829951862,147.89088829951862,11.850357020264344
18,0.0,0.028796082432947876,598.1621971971925,146.2702656709666,108.35221460940487,147.89088829951862,147.89088829951862,11.850357020264344
19,0.0,0.028796082432947876,598.1621971971925,146.2702656709666,108.35221460940487,147.89088829951862,147.89088829951862,11.850357020264344
