step,train_loss,test_loss,reg,subnode_act_mean,edge_act_mean,act_scale_mean,act_scale_spline_mean,coef_mean
0,0.25389708313232084,0.2625755342018907,9.505526186927733,1.7305771218245953,0.9748604611381164,1.4544413865659136,1.4544413865659136,1.3388174524241157
1,0.026198848735858718,0.036582370927300954,60.57416362763044,15.074027391617928,10.950154212853889,14.107195521795363,14.107195521795363,17.5709885600904
2,1.491293553192561e-06,0.06865897252605825,1928.1119776889896,564.8635464279482,389.730664393564,477.35393549586956,477.35393549586956,108.85080473086073
3,4.103196444219795e-12,0.13172719331033367,4216.986410999407,1254.3691381154292,858.0729395158371,1044.9753008303617,1044.9753008303617,161.0781014399638
4,4.662936703425652e-18,0.19996759423193092,6365.66777391513,1905.301452707922,1298.620969749242,1577.830581508518,1577.830581508518,197.8355828736766
5,4.662936703425652e-18,0.19996759423194366,6365.6677406878935,1905.301452707927,1298.6209697492448,1577.830581508521,1577.830581508521,197.83558287367688
6,4.662936703425652e-18,0.19996759423194366,6365.667740687892,1905.301452707927,1298.6209697492448,1577.830581508521,1577.830581508521,197.83558287367688
7,4.662936703425652e-18,0.19996759423194366,6365.667740687894,1905.301452707927,1298.6209697492448,1577.830581508521,1577.830581508521,197.83558287367688
8,4.662936703425652e-18,0.19996759423194366,6365.667740687887,1905.301452707927,1298.6209697492448,1577.830581508521,1577.830581508521,197.83558287367688
9,4.662936703425652e-18,0.19996759423194366,6365.667740687888,1905.301452707927,1298.6209697492448,1577.830581508521,1577.830581508521,197.83558287367688
10,4.662936703425652e-18,0.1999675942319673,6365.667740687899,1905.3014527079322,1298.6209697492473,1577.8305815085237,1577.8305815085237,197.83558287367705
11,4.662936703425652e-18,0.1999675942319673,6365.667740687905,1905.3014527079322,1298.6209697492473,1577.8305815085237,1577.8305815085237,197.83558287367705
12,4.662936703425652e-18,0.1999675942319673,6365.667740687904,1905.3014527079322,1298.6209697492473,1577.8305815085237,1577.8305815085237,197.83558287367705
13,4.662936703425652e-18,0.1999675942319673,6365.667740687901,1905.3014527079322,1298.6209697492473,1577.8305815085237,1577.8305815085237,197.83558287367705
14,4.662936703425652e-18,0.1999675942319673,6365.667740687903,1905.3014527079322,1298.6209697492473,1577.8305815085237,1577.8305815085237,197.83558287367705
15,4.662936703425652e-18,0.19996759423198368,6365.667740687909,1905.3014527079365,1298.6209697492493,1577.830581508526,1577.830581508526,197.83558287367725
16,4.662936703425652e-18,0.19996759423198368,6365.667740687908,1905.3014527079365,1298.6209697492493,1577.830581508526,1577.830581508526,197.83558287367725
17,4.662936703425652e-18,0.19996759423198368,6365.667740687908,1905.3014527079365,1298.6209697492493,1577.830581508526,1577.830581508526,197.83558287367725
18,4.662936703425652e-18,0.19996759423198368,6365.667740687912,1905.3014527079365,1298.6209697492493,1577.830581508526,1577.830581508526,197.83558287367725
19,4.662936703425652e-18,0.19996759423198368,6365.667740687908,1905.3014527079365,1298.6209697492493,1577.830581508526,1577.830581508526,197.83558287367725
